Biz name	Address	Phone	Email	Website
Claudia Gonzalez's House Cleaning	1023 A South Van Ness San Francisco, CA 94110	(415) 410-5650		http://www.cleancasa.com
Clean Bodies	San Rafael, CA	(310) 897-5683	ourcleanbodies@yahoo.com	http://www.ourcleanbodies.com
Clean Come True	959 Madone Road Glen Ellen, CA 95442	(707) 933-1539	navarrete451@gmail.com	http://www.cleancometrue.com
ClearWord Creative	PO Box 77 Petaluma, CA 94953	(415) 987-2915	clearwords@sonic.net	http://www.clearwordcreative.com
Cognutria Foods	Novato, CA	(415) 271-2910	Allan@startsmartfoods.com	http://www.cognutria.com
Collard Gal	500 William St Oakland, CA 94612	(510) 922-0003	collard.gal@att.net	http://www.collardgal.com
Colleen Mauer Designs	1406 Valencia Street San Francisco, CA 94110	(415) 637-7762	info@colleenmauerdesigns.com	http://www.colleenmauerdesigns.com
Comfort Foods National	San Francisco, CA	(415) 822-3743	cfninc.sfo@gmail.com	http://www.facebook.com/pages/Comfort-Foods-Nat...
Common Wealth Cafe & Pub	2882 Telegraph Ave Oakland, CA 94610	(510) 520-3574	info@cmonoakland.com	http://www.cmonoakland.com
Communite Table	4171 MacArthur Boulevard Oakland, CA 94619	(510) 482-2114	communite@comcast.net	http://www.communite-table.com
Community Spice Company	P.O. Box 305 Sausalito, CA 94966	(415) 990-6688	janis@communityspiceco.com	http://www.communityspiceco.com
Constant Light Photography		(415) 238-3302	alan@jalanconstant.com	http://www.jalanconstant.com
Consult Jenny Inc	912 Cole St PMB326, San Francisco CA 94117	415-644-5094	jwaggoner@consultjenny.com	http://consultjenny.com
Convenient Pet Care	36 Sanderling Ct Campbell, CA 95008	(408) 839-2231	callahan_nm@hotmail.com	http://www.yelp.com/biz/convenient-pet-care-cam...
Copy Tec Legal Services	1501 El Camino Real Street #D Belmont, CA 94002	(650) 593-5551	service@copyteclegal.com	http://www.copyteclegal.com
Core Pilates and Physical Therapy	3388 17th Street San Francisco, CA 94110	(415) 553-7722	corefrontdesk@corepilatesandpt.com	http://www.corepilateson17th.com
Corey Egan Metalsmithing			corey@coreyegan.com	http://www.coreyegan.com
Corinthia Peoples Design	296 Paterson Plank Road Jersey City, NJ 7307	(510) 757-4110	corinthia@corinthiapeoples.com	http://www.corinthiapeoples.com/
Counseling and Art Therapy	811 14th street # 12 San Francisco, CA 94114	(415) 863-6029	weisbrot8@yahoo.com	http://www.marciaweisbrot.blogspot.com/
Counter Culture Pottery	5518 Genoa Street Oakland , CA 94608	(206) 999-1721	counterculturepottery@gmail.com	http://www.sarahkersten.com
Coyote Coast Youth & Family Counseling	104 Camino Pablo Orinda, CA 94563	(925) 258-5400	shamitadhar@coyotecoast.com	http://www.coyotecoast.com/
Cravings By Lola	Novato, CA	(415) 493-6062	nika_west1@hotmail.com	
Creations of a Cosmo Convict	704 32nd Street Oakland, CA 94609	(510) 228-9823	raw_christal@yahoo.com	http://www.creationsofacosmoconvict.com/
Creative Connections Embroidery & Design	649 Main St #101 Martinez, CA 94553	(925) 256-4091	ccedesigns@gmail.com	http://www.creativeconnectionsembroidery.com
Creative Cultures	8647 Empire Grade Santa Cruz, CA 95060	(831) 706-2333	kelly@creativeculturesfood.com	http://www.creativeculturesfoods.com/
Crown Nine Shop	515 9TH ST Oakland, CA 94607	(510) 251-9000	kateellen@crownnine.com	http://www.crownnine.com
Culinary Magic			carinmckay@gmail.com	http://www.culinarymagic.com/
Culpepper Acupuncture	3044 1/2 Telegraph Ave Berkeley, CA 94705	(415) 730-6750	marny.culpepper@gmail.com	http://www.culpepperacupuncture.com
Cy Lo Builder Commercial and Residential Construction	2455 32nd Avenue San Francisco, CA 94116	(415) 566-4473		http://www.cylobuilder.com
Dailey Method Exercise Studio			jnet89@gmail.com	http://www.thedaileymethod.com/
Daly City Shoe Repair	6074 A. Mission Street Daly City, CA 94014	(415) 347-7624	dalycityshoerepair@gmail.com	http://www.yelp.com/biz/daly-city-shoe-repair-d...
Dame and Sir	1359 Valencia Street, San Francisco, CA, United States	4155178261	dameandsir@gmai.com	http://wendyxguzman.wix.com/dameandsir
Dana Walsh Interior Design	2 Henry Adams Street #M San Francisco, CA 94103	(415) 490-5751	dana@designcoach.com	http://www.yelp.com/biz/dana-walsh-design-san-f...
Dance Party Revival			annathrelkel@yahoo.com	http://www.dancepartyrevival.com/
Dandelion Flower and Garden	1419 Park Street #D Alameda, CA 94501	(510) 522-2275	edna@dandelionflowershop.com	http://www.dandelionflowershop.com
Danelle's Custom Cuisine	661 Cayugz Ave San Francisco, CA 94112	(415) 336-0113	911danielle@gmail.com	http://www.daniellescustomcuisine.com/
David Barnett Design	San Francisco, CA	(415) 505-5466	dbarnettdesign@gmail.com	http://www.davidbarnettdesign.com
David Goldberg Landscape and Garden Photography	572 Lakeview Avenue San Francisco, CA 94112	(415) 584-0993	David@DavidGoldbergPhotography.com	http://www.davidgoldbergphotography.com
DBL Consciousness	2037 Lincoln Avenue Richmond, CA 94801	(510) 316-1482	tberry@dblconsciousness.com	http://www.dblconsciousness.com/
DDCC Custom Made Hoodies		415.562.7044	dmitchell@ddccsf.com	http://www.ddccsf.com
Debi Cournale Studio	San Francisco, CA	(415) 676-1900	debi.cournale@gmail.com	http://www.debicournale.com
Debora Lardie CPA	1796-A 18th Street San Francisco, CA 94107	(415) 864-0770	info@lardiecompany.com	http://www.lardiecompany.com
Deborah Thomas Gardens	189 Corbett Av. San Francisco, CA 94114	(415) 350-5870	info@deborahthomasgardens.com	http://www.deborahthomasgardens.com
DeCenzo-Cordova Photography	636 Stanyan Street San Francisco, CA 94117	(415) 608-7702	decenzo@decenzo-cordova.com	http://www.angeladecenzo.com/
Decoraciones Alvizar	1212 S. Winchester Blvd. San Jose, CA 95128	(408) 371-7138	alvi.star@hotmail.com	http://www.decoracionesalvizar.com
Delicieux Fine Desserts	48 Paul Dr. Suite 5, San Rafael, CA 94903	415-640-5470	craftneto@yahoo.com	http://www.yelp.com/biz/delicieux-fine-desserts...
Denise Maloney Interior Design	166 South Park Street #5 San Francisco, CA 94107	(415) 890-3643	dmaloney@denisemaloneyinteriors.com	http://www.denisemaloney.com
Dependable Roofing Inc.	910 Danville Blvd. Alamo, CA 94507	(925) 522-8181	rodriguezino@hotmail.com	http://www.yelp.com/biz/dependable-roofing-inc-...
Designer Fashions	3801 Third Street #112 San Francisco, CA 94124	(415) 550-1409	designerfashions7@yahoo.com	http://www.yelp.com/biz/designer-fashions-san-f...
Designs by Arlander	San Francisco, CA	(415) 596-0376	alfost@att.net	http://www.designsbyarlander.com
Desiree Flower & Design Studio	Post Office Box 460535 San Francisco, CA 94146	(415) 377-4918	info@desiflower.com	http://www.desiflower.com/
Devona Snook MFT	3832 Cesar Chavez San Francisco, CA 94131	(510) 717-1498	deesnook@yahoo.com	http://www.embodiedtherapy.com
Diana Halfmann MFT	150 Clipper Street San Francisco, CA 94114	(415) 846-8102	apollostwinsister@gmail.com	http://www.dianahalfmann.com
Discovery Street Tours	275 5th Street #313 San Francisco, CA 94103	(415) 663-6768	robin@DiscoveryStreetTours.com	http://www.discoverystreettours.com
Ditto's Hair Salon	6077 Mission Street Daly City, CA 94014	(415) 494-5959		
Divine Hair DeZigns	2917 9th Street Berkeley, CA 94704	(510) 290-8332	preciousbell@comcast.net	http://www.facebook.com/pages/Divine-Hair-DeZig...
Dominique's Sweets	6990 Giusti Rd Forestville, CA 95436	(707) 843-9765	dominique@dominiquesweets.com	http://www.dominiquesweets.com
Don Polvoron Bakery	669 W. Tennyson Road Hayward, CA 94544	(510) 887-2102	donpolvoron@gmail.com	http://www.donpolvoronpanaderia.com
Dorothy Pang Acupuncture	1601 Old Bayshore Hgwy #323	(650) 588-0888	info@acuspa.net	http://www.acuspa.net
Double H Production	San Francisco, CA		adoublehproduction@gmail.com	http://www.doublehproduction.com
Doyle Chiropractic	400 40th Street Oakland, CA 94618	(510) 601-6325	drdoyle@ymail.com	http://doyledc.com
Dragoncat Enterprises	2721 Shattuck Ave # 213 Berkeley, CA 94705	(310) 902-2106	dragoncatmusic@gmail.com	http://www.dragoncatmusic.com
Dream Ear Productions	San Francisco, CA	(415) 724-4905	Dreamearmgmt@gmail.com	http://www.dreamear.com
Dreams of the Queen	,	(408) 849-0250	elenaocampo1974@yahoo.com	http://www.facebook.com/DeamsoftheQueen
Drums & Crumbs	1115 Third Street San Rafael, CA 94901	(707) 999-8743	info@drumsandcrumbs.com	http://www.drumsandcrumbs.com
DSBE	Post Office Box 51420 East Palo Alto, CA 94303	(650) 906-3344	pr@dsb-e.com	http://www.dsb-e.com
Ducks in a Row Communications & Events	640 C Street San Rafael, CA 94901	(510) 919-5964	barb@ducksinarow.net	http://www.ducksinarow.net
Durinda Shaw Photography	17030 Holiday Drive Morgan Hill, CA 95037	(408) 782-0677	durindashaw@yahoo.com	http://www.durindashawphotography.com
Dvine Crush	Tiburon, CA	(415) 860-0278	kschulerhill@dvinecrush.com	http://www.dvinecrush.com
DYM Products			miriam@dymproducts.com	http://www.dymproducts.com
Dynora Catering service	522 N Claremont Street San Mateo, CA 94401	(650) 347-8359	lmdynora@yahoo.com	http://www.dynoracatering.com
E & R Cleaning	69 Cotter Street San Francisco, CA 94112	(415) 350-7224	elizahdez@gmail.com	http://www.eandrcleaners.com
E-magine Journeys	PO Box 3525 Arnold, CA 95223	(209) 663-6632	vdzyak@hotmail.com	http://www.e-maginejourneys.com
Eagle Tinting	16330 East 14th Street San Leandro, CA 94578	(510) 285-7948	eagletinting@gmail.com	http://www.eagletinting.net
Earth Art Fire	PO BOX 10528 Oakland, CA 94610	(808) 937-1961	earthartfire@gmail.com	http://www.earthartfire.com/
Earth Colors Painting and Decorating	P.O. Box 1034 Cloverdale, CA 95425	(707) 799-1257	diana@earthcolors.com	http://www.earthcolors.com
Earth Honey Chocolate	1973 Northwood Ct Oakland, CA 94611	(510) 207-5547	earthhoneychocolate@gmail.com	http://www.earthhoneychocolate.com
Ease and Grace Solutions	2131 Carquinez Place Pittsburg, CA 94565	(925) 206-0103	thoekwater@gmail.com	http://www.easengrace.com
East Bay ESL	2813 Shattuck Avenue Berkeley, CA 94705	(509) 990-8827	elizabetw@gmail.com	http://www.eastbayesl.com
East Bay Pet Pals	3717 Redwood Road Oakland, CA 94619	(510) 459-6152	gpoorsoltan@yahoo.com	http://www.eastbaypetpals.com
Eat Drink Play	28 Leland Avenue San Francisco, CA 94134	(415) 587-7688	manalalim@hotmail.com	http://www.yelp.com/biz/eat-drink-play-san-fran...
Eat it Up, Buttercup	245 Marielta  San Francisco, CA 94127		autumn@eatitupbuttercup.com	http://www.eatitupbuttercup.wordpress.com
Eat My Love for You	809 East 20th Street Oakland, CA 94610	(510) 882-0997	jennifer@eatmyloveforyou.com	http://www.eatmyloveforyou.com/
Eddie Mae's Bakery Catering	3367 Jordan Road Oakland, CA 94602	(510) 530-5199	eddiemaesbakery@gmail.com	http://www.facebook.com/EddieMaesBakery
Edith's Housecleaning	918 Honora Avenue  Concord, CA 94518	(925) 207-9683	edit.guitron@yahoo.com	http://www.yelp.com/biz/edith-cleaning-services...
Eduardo Acorda Photography	Berkeley, CA	(805) 637-3805	eduacorda@gmail.com	http://www.eduardoacorda.com
El Aguila de Oro	5201 3rd Street San Francisco, CA 94124	(415) 532-5899		http://www.yelp.com/biz/aguila-de-oro-taqueria-...
El Caporal	2292 Lucretia Ave. San Jose, CA 95122	(408) 218-4841	leticia_2010@live.com	http://www.yelp.com/biz/el-caporal-meat-market-...
El Coqui Creations	1001 Howard Avenue San Mateo, CA 94401	(650) 204-3244	glutenfreeandyummy@gmail.com	http://www.elcoquicreations.com
El Paso Mex Bakery	8274 Old Redwood Hwy. Cotati, CA 94930	(707) 665-9068	rufinaa1@gmail.com	http://www.elpasobakerycotati.com
El Pirrin Restaurant	1898 E, San Antonio San Jose, CA 95116	(408) 417-2132	sonia0128@yahoo.com	http://www.yelp.com/biz/el-pirrin-san-jose
El Talachas Tires	1115 Detroit Avenue Concord, CA 94520	(925) 497-5715	embajadoradelreyno79@yahoo.com	http://www.eltalachastires.com/home/40-informat...
Ele Story			craigishihara@gmail.com	http://www.elestory.com/
Electric Bicycle Super Store	1385 Fillmore Street San Francisco, CA 94115	(415) 567-3300	electricbicyclesuperstore@yahoo.com	http://www.electricbicycleoutlet.com
Elegance Chair Covers and Linen Rentals	1650 Zanker Road #100-C San Jose, CA 95112	(408) 390-9900		http://www.eleganceccl.com
Elegant Teas	1684 Decoto Road Union City, CA 94587	(510) 501-1303	elegantteas@yahoo.com	http://www.elegantteas.net
Elegant Touch	560 Douglas Drive Brentwood, CA 94513	(925) 339-6320	elsaraitt@yahoo.com	http://www.facebook.com/ElegantTouchHousekeeping
Elite Sports	1773 Haight Street San Francisco, CA 94117	(415) 642-0809	elitespo@hotmail.com	http://www.elitesportsoccer.com
Elizabeth Hair Design	5852 Pacheco Blvd Pacheco, CA 94553	(925) 285-4076	elyhairdesign@aol.com	http://www.elizabethhairdesign.com
Elizabeth Lass	,	(415) 786-2044	elizabeth.sf@gmail.com	http://www.cargocollective.com/elizabethlass
Elizabeth Wells Oppenheim	550 Florida Street, Suite C San Francisco, CA 94110	(415) 937-1549	liz@lizoppenheim.com	http://www.lizoppenheim.com
Ella Mitchell Life Coaching	737 Coventry road Kensington,, CA 94707	(415) 279-3050	ella@ellamitchellcoaching.com	http://www.ellamitchelllifecoaching.com
Elliot ART Productions	172 Ridgeway Ave Fairfax, CA 94930	(415) 497-6028	marguerite.elliot@yahoo.com	http://www.elliotartproductions.com
Emancipating Sexuality	108 Lapham way San Francisco, CA 94112	(510) 333-2098	jmoray1@gmail.com	http://www.emancipating-sexuality.com
Emmy's Spaghetti Shack	3230 Mission Street San Francisco, CA 94110	(415) 206-2086		http://www.emmysspaghettishack.com
Emperador Marble & Granite	3385 Enterprise Avenue Hayward, CA 94545	(510) 887-1583		http://www.emperador-marble.com
Empire Engineering and Construction	180 Mendell Street San Francisco, CA 94124	(415) 294-5100	cburch@empireconstructionsf.com	http://www.empireconstructionsf.com
Emulsion Catering			nataliefunk@emulsioncateringsf.com	http://www.emulsioncateringsf.com
End DV Counseling and Consulting	PO Box 410303 San Francisco, CA 94141	(408) 807-5955	teresa@toenddv.com	http://www.toenddv.com/
Endless Summer Sweets	Berkeley, CA	(415) 286-4687	info@endlesssummersweets.com	http://www.endlesssummersweets.com
Endorfin Chocolat	San Francisco, CA	(415) 335-6716	me@brianwallace.com	http://www.endorfinchocolat.com
Engage As You Age	275 5th Street San Francisco, CA 94103	(415) 690-6944	blewis@engageasyouage.com	http://www.engageasyouage.com
Engracia Jewerly	4544 Alhambra Dr. Fremont, CA 94536	(510) 742-3230	engraciajewelry@gmail.com	http://www.engraciajewelry.com
Enjoy Energy	3150 18th St San Francisco, CA 94110	(415) 846-8275	alienergyflow@gmail.com	http://www.enjoyenergyhealing.com
Enliven Wellness	16005 Soda Springs Rd. Los Gatos, CA 95033	(415) 672-1163	enlivenwellness@gmail.com	http://www.enlivenwellness.com
Envie Skin and Body Care Inc	3 Hathaway Drive Novato, CA 94949	(415) 310-3139	envieskin@gmail.com	http://www.envieskinandbody.com
Erica Rose design	500 Eugenia Av. San Francisco, CA 94110	(510) 326-9352	erica@ericarosedesign.com	http://www.ericarosedesign.com/
Essence of Joy	29 Selena Court Antioch, CA 94509	(925) 754-1991	eoj@prodigy.net	http://www.theessenceofjoy.com
Estrellitas Snack	2948 Folsom Street #18 San Francisco, CA 94110	(415) 240-6305	estrellitassnacks@hotmail.com	http://www.estrellitassnackssf.com
Eszence	1345 Howard Ave., Suite 201 Burlingame, CA 94010	(650) 472-3999	carrinalau@yahoo.com	http://www.eszence.com
Evarize	2634 San Pablo Avenue Berkeley, CA 94710	(510) 305-1931	erica@evarize.com	http://www.evarize.com
Evermore Pet Food	Oakland, CA	(510) 903-1005	alison@evermorepetfood.com	http://www.evermorepetfood.com
Evolution Perfumes	1738 Newcomb St San Francisco, CA 94110	(415) 684-0358	evolutionperfumes@gmail.com	http://www.yelp.com/biz/evolution-perfumes-san-...
Execushield	4104 24th Street #501 San Francisco, CA 94134	(650) 259-9766	sales@execusheild.com	http://www.execushield.com
Explore San Francisco	San Francisco, CA	(415) 504-3636	michael@exploreSF.biz	http://www.exploresanfrancisco.biz
Exquisite Building Sevices	26556 Calaroga Ave Hayward, CA 94545	(510) 785-2936	elsasotomayor@exquisitebuildingservices.com	http://www.exquisitebuildingservices.com
EZ Threads	211 Sutter St #703 San Francisco, CA 94108	(415) 758-8344	aryalmamta@hotmail.com	http://www.ez-threads.com
Ezme Designs	244 29th Street #7 Oakland, CA 94611	(510) 261-4178	info@ezmedesigns.com	http://www.ezmedesigns.com
Fabula Tea			fabulatea@gmail.com	http://www.facebook.com/fabulatea
Faiella Design	San Francisco, CA	(415) 377-2325	af@faiella-design.com	http://www.faiella-design.com
Fan's Photo Studio	108 Bahama Reef Novato, CA 94949	(415) 328-7879	susanfanb@comcast.net	http://www.fan-brownstudios.com/us.htm
Fancy Breed	6 Eagle Hill Terrace Redwood City, CA 94062	(650) 367-1032		http://www.fancybreed.com
Fantabella	1279 Pacific Ave San Leandro , CA 94577	(510) 470-2174	famejocelyne@yahoo.com	http://www.etsy.com/shop/FANTABELA
FarmTable SF	754 Post Street San Francisco, CA 94104		shannon@farmtablesf.com	http://www.farmtablesf.com/
Feather Pistol Fitness	915 Caynga Ave.  San Francisco, CA 94112	(415) 269-7270	laura@bylauralynn.com	http://www.featherpistorfitness.com
Feed Health	419 Laguna Street San Francisco, CA 94102	(415) 713-8554	lindsay@feedhealth.com	http://www.feedhealth.com
Feel Good Designs	,	(510) 653-1059	temescal17@sbcglobal.net	http://www.feelgood-designs.com
Fiber Florist	Oakland, CA	(510) 681-5025	info@fiberflorist.com	http://www.fiberflorist.com
Fiber Garden Arts	744 Kentucky Vallejo, CA 94950	(707) 712-8750	jules_a@sbcglobal.net	http://www.fibergardenarts.com
Fiddlesticks	540 Hayes Street San Francisco, CA 94102	(415) 565-0508	sales@shopfiddlesticks.com	http://www.shopfiddlesticks.com
Field Day	329 19th Street Oakland, CA 94612	(510) 928-7944	fielddaywearables@gmail.com	http://www.fielddaywearables.com/
Fire Within Life Coaching	671 Vernon Street 210 Oakland, CA 94610	(510) 520-9649	lisa@firewithinlifecoaching.com	http://www.firewithinlifecoaching.com
First Quality Glass	1775 Monterrey Road 64B San Jose, CA 95112	(408) 438-6112	gonzalezime@sbcglobal.net	http://www.firstqualityglass.com
Five G's Fleet Service	2019 Monterey Rd. San Jose, CA 95112	(408) 205-4708	adelamz68@hotmail.com	http://www.fivegsfleetservice.com#sthash.sHW445...
Flame Angel Design	2955 23rd Street San Francisco, CA 94110	(646) 279-3026	angelalaflamme@gmail.com	http://www.flameangeldesign.com/
Fog City Tutoring	319 West Portal Avenue San Francisco, CA 94127	(415) 405-5110	johanna@fogcitytutoring.com	http://www.fogcitytutoring.com
Forward Meditation		(415) 602-7892	kay@forward-mediation.com	http://www.forward-mediation.com
FoulMouth Greetings	104540 Wood Drive Magalia, CA 95954	(503) 860-0420	theannadiem@gmail.com	http://www.etsy.com/shop/FOULMOUTH
Fox Chandelier Cleaning	San Francisco, CA	(415) 420-7511	info@foxchandeliercleaning.com	http://www.foxchandeliercleaning.com
Frances Marin	460 N. 10th St. San Jose, CA 95112	(408) 835-3027	francesmarin@gmail.com	http://www.francesmarin.com
Freelove Music School	148 Ascoc Court  Moraga, CA 94556	(916) 871-2888	krista.freelove@gmail.com	http://www.yelp.com/biz/freelove-music-school-i...
Freestyle Couture	San Francisco, CA	(415) 845-9105	adavis@freestylecouture.com	http://www.freestylecouture.com
Freshness Farms	3151 Olin Ave San Jose, CA 95117	(408) 996-3333	nasim@freshnessfarms.com	http://www.freshnessfarms.com
Frida's Cafe	2300 Broadway st Okland, CA 94612	(510) 967-3324	fridascafeoakland@gmail.com	http://www.local.yahoo.com/info-45053832-fridas...
Frisco Fried	5176 Third Street San Francisco, CA 94124	(415) 822-1517	marcel@friscofried.biz	http://www.friscofried.biz
G & L Bakery and Restaurant	198 Leland Avenue San Francisco, CA 94134	(415) 239-6283		http://www.yelp.com/biz/g-and-l-bakery-and-rest...
G Food Lounge	431 2nd Street San Francisco, CA 94107	(415) 854-1425	support@gfoodlounge.com	http://www.gfoodlounge.com
Garden Tender	311 Oak Street Petaluma, CA 94952	(707) 481-5756	gardentender2000@yahoo.com	http://www.gardentender2000.com/
Gather Cook Chill	2261 Market Street  San Francisco, CA 94114	(510) 517-8948	teresabrowncnc@gmail.com	http://www.gathercookchill.com
Gather West Photography	1235 McAlister St. San Francisco, CA 94115	(415) 405-5958	laurie@laurie-wilson.com	http://www.gatherwestphotography.com/
GDS Cloth Goods	5121 Shattuck Ave. Oakland, CA 94609	(510) 318-4432	gsieburger@gmail.com	http://www.gdsclothgoods.com/
Geek Girl Tech	2601 Blanding Avenue Alameda, CA 94501	(510) 984-2567	jenndiesi@gmail.com	http://www.geekgirltech.com/
Generous Nature Pottery	17 Eastbrook Court Clayton, CA 94517	(925) 673-5141	poddery@yahoo.com	http://www.gardenvessels.com/gardenvessels/Gene...
Genesis Barbershop	1229 Pacific Ave Santa Rosa, CA 95404	(707) 623-8060	vilmaleticiaortiz@gmail.com	http://www.yelp.com/biz/genesis-barber-shop-win...
Genesis Cakes	128 B College Avenue Santa Rosa, CA 94501	(707) 393-0635	marylazcano1@hotmail.com	http://www.facebook.com/pages/Genesis-Cakes-and...
Genesis Gewelry	3260 23rd Street San Francisco, CA 94110	(415) 786-9943	yadiraescober@sbcglobal.net	http://www.local.yahoo.com/info-64076320-genesi...
Genesis Janitorial Services	San Francisco, CA	(415) 587-7017	yuriaguevara@yahoo.com	
Genevieve Shiffrar Photographs	101 The Embarcadero #203 San Francisco, CA 94105	(510) 449-3333	genevieve@shiffrar.com	http://www.shiffrar.com
Geometry Wave	2930 Domingo Avenue Berkeley, CA 94705	(510) 798-0140	margb7@yahoo.com	http://www.geometrywave.com/
George's House Cleaning	1557 165th Avenue San Leandro, CA 94578	(510) 866-3285	laurasanz_64@hotmail.com	http://www.merchantcircle.com/business/Georges....
Gilliflower Design		(415) 409-9341	madtrait@gmail.com	http://www.gilliflowerdesign.blogspot.com/
Ginger Works Heatlh			springer@gingerworkshealth.com	http://www.gingerworkshealth.com
Girl with a Truck Organizing	4256 Porter Street Oakland, CA 94619	(510) 229-7321	info@bellaorganizing.com	http://www.bellaorganizing.com
GIS Planning	One Hallidie Plaza #760 San Francisco, CA 94102	(415) 294-4775	ubalde@gisplanning.com	http://www.gisplanning.com
Gloria Upchurch Photography	511 Leavenworth Street San Francisco, CA 94109	(415) 674-4131	gloriaup@sbcglobal.net	http://www.gloriaupchurch.com
Gloria's V Tailoring	1500 Momument Blvd Concord, CA 94520	(925) 435-6098	gloriasvtailoring@gmail.com	http://www.facebook.com/pages/Glorias-V-Tailori...
Glorious Yoga			gloria@gloriousyoga.com	http://www.gloriousyoga.com
Glow Design Group			lance_ledrew@hotmail.com	http://www.glowdesigngroup.com/
Glow Foundation	275 5th Street San Francisco, CA 94103	(415) 348-6310	info@glowfoundation.org	http://www.glowfoundation.org
Gobha Clothing		(415) 685-9703	Fiona_c_gow@yahoo.com	http://www.gobha-clothing.com/
Gogo Craft	San Francisco, CA	(617) 359-2196	gogocraftinfo@gmail.com	http://www.gogocraft.com
Golden Timez Catering	PO Box 6606 Oakland, CA 94603	(510) 395-1226	goldentimez77@gmail.com	http://www.goldentimezmore.com
Gonzalo Calderon Naturopata	1920 Capitol Avenue #3 East Palo Alto, CA 94303	(650) 630-1559	gcalderon275@gmail.com	
Good Foods Catering	San Francisco, CA	(415) 845-9357	goodfoodscatering@gmail.com	http://www.yelp.com/biz/good-foods-catering-san...
Good Karma Yoga			rosedeangelo@hotmail.com	http://www.yourgoodkarmayoga.com
Goody Goodie	1830 Harrison Street San Francisco, CA 94103	(415) 864-6370	remi@goodygoodie.com	http://www.goodygoodie.com
GotGenealogy.com	P.O. Box 10805 Oakland, CA 94610	(510) 832-5146	lisa@gotgenealogy.com	http://www.gotgenealogy.com/
Grandma Rhea's Cookies	5756 Jean Dr Union City, CA 94587	(408) 499-7613	rforte143@aol.com	http://www.grandmarheas.com
GrassRoutes Travel Guides	632 60th Street Oakland, CA 94609	(415) 747-2609	serena@localitetours.com	http://www.grassroutesguides.com
Gratta Wines	San Francisco, CA	(415) 999-4124	grattawines@gmail.com	http://www.grattawines.com
Great Green Gardening Service	San Francisco, CA	(415) 948-3700	greatgreengs@sbcglobal.net	http://www.greatgreengs.com
Green and Healthy Cleaning	2312 35th Ave Oakland, CA 94601	(510) 379-6457	lilianatejeda85@gmail.com	http://www.greenhealthycleaning.com
Green Diamond Stone Wool	5015 Olive Drive Concord, CA 94521	(925) 687-9240	zinnia.loya@yahoo.com	http://www.gdstonewool.com/
Green Giant Construction	San Francisco, CA	(415) 879-1332	greengiantconstruction@yahoo.com	http://www.greengiantconstruction.com
Green Heart Bakery	1109 East Linden Street Tulson, AZ 94549	(323) 236-8788	alaine@greenheartbakery.com	http://www.greenheartbakery.com
Green Irene Flower Shop	265 88th. Street #3 Daly City, CA 94015	(650) 821-4414	greenireneflowers@gmail.com	http://www.greenireneflowers.com
Green Planning	Richmond, CA	(510) 778-9425	greenplanning@gmail.com	http://www.greenplanning.org
Green Poppy Gardens	1472 University Ave Berkeley, CA 94703	(510) 704-0353	margo@greenpoppygardens.com	http://www.greenpoppygardens.com
Green Typewriter	546 47th Street Oakland, CA 94609	510-697-7411	celena@green-typewriter.com	http://www.green-typewriter.com
Green Wolf Electric	2479 W Industrial Parkway #C Hayward, CA 94545	(855) 780-0603	greenwolfenergy@comcast.net	http://www.greenwolfenergy.net
Grip Community Development Corporation	1223 8th St Oakland, CA 94607	(510) 409-5331	tawawenna@yahoo.com	http://www.gripcommunity.org/about/history.html
Gumbo: Prepared foods for farmer's markets		(415) 290-1514	fatalleyfoods@gmail.com	http://www.yelp.com/biz/fat-alley-foods-san-fra...
Gusiff Marketing	1115 Third Street #16 San Rafael, CA 94901		ann@gusiff.com	http://www.gusiff.com
Guy's Fencing	9010 Starr Road Windsor, CA 95492	(707) 756-2440		http://www.guysfencing.com
Gwen Harlow Design	426 Taylor Ave Alameda, CA 94501-3774	(510) 333-6347	gwendolina@gmail.com	http://www.gwenharlow.com
Hair to Dye For	1904 Taraval Street San Francisco, CA 94116	(415) 756-4044	hairtodyefor@gmail.com	http://www.hairtodyeforsf.com
Halak Consulting	2002 Alameda Ave Alameda, CA 94501	(415) 233-4240	dpatel@halakconsulting.com	http://www.halakconsulting.com/
Half Pints Moda	2029 Fitzgerald Way Brentwood, CA 94513	(925) 207-3112	RSA114@aol.com	http://www.facebook.com/HalfPintsModa
Happy Girl Kitchen Co.	173 Central Ave Pacific Grove, CA 93950	(831) 750-9579	jordan@happygirlkitchen.com	http://www.happygirlkitchen.com
Harlequin Feltworks	San Francisco, CA	(415) 550-6770	info@harlequinfeltworks.com	http://www.harlequinfeltworks.com
Harrington Galleries	599 Valencia Street San Francisco, CA 94110	(415) 861-7300	fiona@harringtongalleries.com	http://www.harringtongalleries.com
Haydee's Cleaning Service	144 Bertita St. San Francisco, CA 94122	(415) 730-6452	haydeecleaningservices@gmail.com	http://www.haydesscleaningservices.com
Heal Pilates	6214 Florio Street #4 Oakland, CA 94618	(510) 658-4000	ayannamak@gmail.com	http://www.yelp.com/biz/heal-pilates-oakland
Healing Essence & Aromatherapy	710 E19th Street Oakland, CA 94606	(510) 984-8303	ericastraus@gmail.com	http://www.healingessenceshop.com
Healthy Homes by Design	11709 Regio Drive Dublin, CA 94568	(925) 577-4777	nlc8@comcast.net	http://www.healthyhomesbydesign.com
